!GoldSim Version: 15.0.0257
!Model File: C:\Users\Pablo Sanhueza\Desktop\01_projects\MLP\31-PAO_FA_2028\02_model\A3\C1.2.1_MBIO V17_CD2024_Est_RU+V5+PA65+EVU+AC_E0_Calib_Esc2.1.1_Recirculacion_2025_PAO_FA_2028_volini.gsm
!Simulation Time: 29/07/2025 11:16
!Export Time: 29/07/2025 11:24
!Result Name: Resultados_anual
!Result Path: \Resultados_y_Dashboard\Resultados_2025
!Result Description: (none)
!Reporting Period: Anual
!Time Points: 36
!Realizations: 5
!Weights:	1	1	1	1	1

!Result: PPlant_from_RajoPel_med_sim
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2036"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2037"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2038"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2039"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2040"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2041"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2042"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2043"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2044"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2045"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2046"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2047"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2048"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2049"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2050"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2051"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2052"	0.000000	0.000000	0.000000	0.000000	0.000000	

!Result: PPlant_from_desaladora_inflow
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2018"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2019"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2020"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2021"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2022"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2023"	152.8615	152.8615	152.8615	152.8615	152.8615	
"2024"	328.2186	328.2186	328.2186	328.2186	328.2186	
"2025"	206.3378	206.3378	206.3378	206.3378	206.3378	
"2026"	330.6986	330.6986	330.6986	330.6986	330.6986	
"2027"	373.9726	373.9726	373.9726	373.9726	373.9726	
"2028"	772.1858	772.1858	772.1858	772.1858	764.3716	
"2029"	842.6301	842.6301	842.6301	842.6301	842.6301	
"2030"	842.6301	842.6301	842.6301	842.6301	842.6301	
"2031"	842.6301	842.6301	842.6301	842.6301	842.6301	
"2032"	842.7322	842.7322	842.7322	842.7322	842.7322	
"2033"	859.6165	859.6165	859.6165	859.6165	859.6165	
"2034"	1034.137	1034.137	1034.137	1034.137	1034.137	
"2035"	1050.947	1052.596	1052.596	1052.975	1052.975	
"2036"	1080.602	1080.602	1080.602	1080.602	1080.602	
"2037"	1080.473	1080.473	1080.473	1080.473	1080.473	
"2038"	1080.473	1080.473	1080.473	1080.473	1080.473	
"2039"	1080.473	1080.473	1080.473	1080.473	1080.473	
"2040"	1080.602	1080.602	1080.602	1080.602	1080.602	
"2041"	1080.473	1080.473	1080.473	1080.473	1080.473	
"2042"	1080.473	1080.473	1080.473	1080.473	1080.473	
"2043"	1080.473	1080.473	1080.473	1080.473	1080.473	
"2044"	1080.602	1080.602	1080.602	1080.602	1080.602	
"2045"	1080.473	1080.473	1080.473	1080.473	1080.473	
"2046"	1080.473	1080.473	1080.473	1080.473	1080.473	
"2047"	1080.473	1080.473	1080.473	1080.473	1080.473	
"2048"	1080.602	1080.602	1080.602	1080.602	1080.602	
"2049"	1080.473	1080.473	1080.473	1080.473	1080.473	
"2050"	1080.473	1080.473	1080.473	1080.473	1080.473	
"2051"	1080.473	1080.473	1080.473	1080.473	1080.473	
"2052"	1080.471	1080.471	1080.471	1080.471	1080.471	

!Result: TK128_from_Des
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2018"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2019"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2020"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2021"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2022"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2023"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2024"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2025"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2026"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2027"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2028"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2029"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2030"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2031"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2032"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2033"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2034"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2035"	68.56798	68.56798	68.56798	68.56798	68.56798	
"2036"	68.57873	68.57873	68.57873	68.57873	68.57873	
"2037"	68.56798	68.56798	68.56798	68.56798	68.56798	
"2038"	68.56798	68.56798	68.56798	68.56798	68.56798	
"2039"	68.56798	68.56798	68.56798	68.56798	68.56798	
"2040"	68.57873	68.57873	68.57873	68.57873	68.57873	
"2041"	68.56798	68.56798	68.56798	68.56798	68.56798	
"2042"	68.56798	68.56798	68.56798	68.56798	68.56798	
"2043"	68.56798	68.56798	68.56798	68.56798	68.56798	
"2044"	68.57873	68.57873	68.57873	68.57873	68.57873	
"2045"	68.56798	68.56798	68.56798	68.56798	68.56798	
"2046"	68.56798	68.56798	68.56798	68.56798	68.56798	
"2047"	68.56798	68.56798	68.56798	68.56798	68.56798	
"2048"	68.57873	68.57873	68.57873	68.57873	68.57873	
"2049"	68.56798	68.56798	68.56798	68.56798	68.56798	
"2050"	68.56798	68.56798	68.56798	68.56798	68.56798	
"2051"	68.56798	68.56798	68.56798	68.56798	68.56798	
"2052"	68.56979	68.56979	68.56979	68.56979	68.56979	

!Result: Fuente_adicional
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2018"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2019"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2020"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2021"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2022"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2023"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2024"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2025"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2026"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2027"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2028"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2029"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2030"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2031"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2032"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2033"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2034"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2035"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2036"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2037"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2038"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2039"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2040"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2041"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2042"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2043"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2044"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2045"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2046"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2047"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2048"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2049"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2050"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2051"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2052"	0.000000	0.000000	0.000000	0.000000	0.000000	

!Result: Mauro_Area_PP_Inflow_BC
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	58.06751	58.06751	58.06751	58.06751	58.06751	
"2018"	24.02119	24.02119	24.02119	24.02119	24.02119	
"2019"	6.842422	6.842422	6.842422	6.842422	6.842422	
"2020"	38.16949	38.16949	38.16949	38.16949	38.16949	
"2021"	10.89966	10.89966	10.89966	10.89966	10.89966	
"2022"	41.84320	41.84320	41.84320	41.84320	41.84320	
"2023"	16.65177	16.65177	16.65177	16.65177	16.65177	
"2024"	87.69904	87.69904	87.69904	87.69904	87.69904	
"2025"	22.49985	22.49985	22.49985	22.49985	22.49985	
"2026"	22.36078	22.36078	22.36078	22.36078	22.36078	
"2027"	22.53232	22.53232	22.53232	22.53232	22.53232	
"2028"	22.73497	22.79015	22.83440	23.07433	23.32854	
"2029"	23.70168	23.74150	23.77895	23.85066	24.05351	
"2030"	24.41732	24.45109	24.48546	24.52119	24.66210	
"2031"	25.22347	25.25375	25.28468	25.31548	25.34262	
"2032"	25.79973	25.82837	25.85766	25.88556	25.90534	
"2033"	26.45373	26.48001	26.50700	26.53325	26.55178	
"2034"	27.75538	27.78539	27.81643	27.84656	27.86765	
"2035"	29.06951	29.10537	29.13264	29.15983	29.17775	
"2036"	29.44143	29.47298	29.48629	29.50359	29.51275	
"2037"	30.16926	30.19413	30.19881	30.20829	30.21190	
"2038"	30.68013	30.69873	30.69795	30.70193	30.70176	
"2039"	30.97198	30.98826	30.99161	30.99790	31.00029	
"2040"	31.14059	31.15009	31.14582	31.14331	31.13901	
"2041"	31.12504	31.11153	31.08425	31.06142	31.04378	
"2042"	30.91051	30.89936	30.87599	30.85644	30.84133	
"2043"	30.81793	30.81735	30.81614	30.81528	30.81461	
"2044"	30.76025	30.76025	30.75998	30.75990	30.75984	
"2045"	30.83056	30.83070	30.83079	30.83090	30.83097	
"2046"	30.80206	30.80230	30.80249	30.80269	30.80283	
"2047"	30.80295	30.80321	30.80346	30.80371	30.80386	
"2048"	30.74805	30.74830	30.74854	30.74878	30.74893	
"2049"	30.80476	30.80492	30.80508	30.80524	30.80538	
"2050"	30.84049	30.84067	30.84084	30.84101	30.84113	
"2051"	30.84958	30.84974	30.84990	30.85005	30.85017	
"2052"	30.81412	30.81416	30.81457	30.81494	30.81479	

!Result: TQ_Pp_Inflows_BC
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	12.72179	12.72179	12.72179	12.72179	12.72179	
"2018"	8.369479	8.369479	8.369479	8.369479	8.369479	
"2019"	3.179382	3.179382	3.179382	3.179382	3.179382	
"2020"	6.129831	6.129831	6.129831	6.129831	6.129831	
"2021"	3.327295	3.327295	3.327295	3.327295	3.327295	
"2022"	12.08763	12.08763	12.08763	12.08763	12.08763	
"2023"	5.370018	5.370018	5.370018	5.370018	5.370018	
"2024"	15.34865	15.34865	15.34865	15.34865	15.34865	
"2025"	6.680630	6.680630	6.680630	6.680630	6.680630	
"2026"	6.627710	6.627710	6.627710	6.627710	6.627710	
"2027"	6.671245	6.671245	6.671245	6.671245	6.671245	
"2028"	6.644335	6.644335	6.644335	6.644335	6.644335	
"2029"	6.634340	6.634340	6.634340	6.634340	6.634340	
"2030"	6.671245	6.671245	6.671245	6.671245	6.671245	
"2031"	6.671245	6.671245	6.671245	6.671245	6.671245	
"2032"	6.642366	6.642366	6.642366	6.642366	6.642366	
"2033"	6.671245	6.671245	6.671245	6.671245	6.671245	
"2034"	6.662538	6.662538	6.662538	6.662538	6.662538	
"2035"	6.671245	6.671245	6.671245	6.671245	6.671245	
"2036"	6.653018	6.653018	6.653018	6.653018	6.653018	
"2037"	6.657032	6.657032	6.657032	6.657032	6.657032	
"2038"	6.671245	6.671245	6.671245	6.671245	6.671245	
"2039"	6.653831	6.653831	6.653831	6.653831	6.653831	
"2040"	6.612311	6.612311	6.612311	6.612311	6.612311	
"2041"	6.671245	6.671245	6.671245	6.671245	6.671245	
"2042"	6.636848	6.636848	6.636848	6.636848	6.636848	
"2043"	6.657032	6.657032	6.657032	6.657032	6.657032	
"2044"	6.644335	6.644335	6.644335	6.644335	6.644335	
"2045"	6.618172	6.618172	6.618172	6.618172	6.618172	
"2046"	6.671245	6.671245	6.671245	6.671245	6.671245	
"2047"	6.562440	6.562440	6.562440	6.562440	6.562440	
"2048"	6.622202	6.622202	6.622202	6.622202	6.622202	
"2049"	6.642111	6.642111	6.642111	6.642111	6.642111	
"2050"	6.562842	6.562842	6.562842	6.562842	6.562842	
"2051"	6.671245	6.671245	6.671245	6.671245	6.671245	
"2052"	6.655702	6.655702	6.655702	6.655702	6.655702	

!Result: Piscina_Proceso_from_Pp
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	0.03150504	0.03150504	0.03150504	0.03150504	0.03150504	
"2018"	0.01277839	0.01277839	0.01277839	0.01277839	0.01277839	
"2019"	0.007857949	0.007857949	0.007857949	0.007857949	0.007857949	
"2020"	0.02875579	0.02875579	0.02875579	0.02875579	0.02875579	
"2021"	0.01666994	0.01666994	0.01666994	0.01666994	0.01666994	
"2022"	0.002530123	0.002530123	0.002530123	0.002530123	0.002530123	
"2023"	0.01435848	0.01435848	0.01435848	0.01435848	0.01435848	
"2024"	0.004884892	0.004884892	0.004884892	0.004884892	0.004884892	
"2025"	0.02995382	0.02995382	0.02995382	0.02995382	0.02995382	
"2026"	0.02679872	0.02679872	0.02679872	0.02679872	0.02679872	
"2027"	0.02950313	0.02950313	0.02950313	0.02950313	0.02950313	
"2028"	0.02731385	0.02731385	0.02731385	0.02731385	0.02731385	
"2029"	0.03153979	0.03153979	0.03153979	0.03153979	0.03153979	
"2030"	0.03634101	0.03634101	0.03634101	0.03634101	0.03634101	
"2031"	0.03354117	0.03354117	0.03354117	0.03354117	0.03354117	
"2032"	0.03266710	0.03266710	0.03266710	0.03266710	0.03266710	
"2033"	0.02446133	0.02446133	0.02446133	0.02446133	0.02446133	
"2034"	0.02766214	0.02766214	0.02766214	0.02766214	0.02766214	
"2035"	0.03258205	0.03258205	0.03258205	0.03258205	0.03258205	
"2036"	0.03354496	0.03354496	0.03354496	0.03354496	0.03354496	
"2037"	0.03441394	0.03441394	0.03441394	0.03441394	0.03441394	
"2038"	0.03606194	0.03606194	0.03606194	0.03606194	0.03606194	
"2039"	0.03459679	0.03459679	0.03459679	0.03459679	0.03459679	
"2040"	0.03005699	0.03005699	0.03005699	0.03005699	0.03005699	
"2041"	0.03003669	0.03003669	0.03003669	0.03003669	0.03003669	
"2042"	0.03351791	0.03351791	0.03351791	0.03351791	0.03351791	
"2043"	0.02657658	0.02657658	0.02657658	0.02657658	0.02657658	
"2044"	0.03326265	0.03326265	0.03326265	0.03326265	0.03326265	
"2045"	0.02203920	0.02203920	0.02203920	0.02203920	0.02203920	
"2046"	0.02684576	0.02684576	0.02684576	0.02684576	0.02684576	
"2047"	0.02147169	0.02147169	0.02147169	0.02147169	0.02147169	
"2048"	0.03028012	0.03028012	0.03028012	0.03028012	0.03028012	
"2049"	0.03367803	0.03367803	0.03367803	0.03367803	0.03367803	
"2050"	0.02952852	0.02952852	0.02952852	0.02952852	0.02952852	
"2051"	0.03439069	0.03439069	0.03439069	0.03439069	0.03439069	
"2052"	0.02842933	0.02842933	0.02842933	0.02842933	0.02842933	

!Result: PI_TQ_from_EdCQ
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	35.46850	35.46850	35.46850	35.46850	35.46850	
"2018"	15.74337	15.74337	15.74337	15.74337	15.74337	
"2019"	3.077413	3.077413	3.077413	3.077413	3.077413	
"2020"	9.453271	9.453271	9.453271	9.453271	9.453271	
"2021"	2.335264	2.335264	2.335264	2.335264	2.335264	
"2022"	24.25447	24.25447	24.25447	24.25447	24.25447	
"2023"	4.845580	4.845580	4.845580	4.845580	4.845580	
"2024"	34.57073	34.57073	34.57073	34.57073	34.57073	
"2025"	12.24602	12.24602	12.24602	12.24602	12.24602	
"2026"	9.293060	9.293060	9.293060	9.293060	9.293060	
"2027"	10.04533	10.04533	10.04533	10.04533	10.04533	
"2028"	11.79075	11.79075	11.79075	11.79075	11.79075	
"2029"	10.73469	10.73469	10.73469	10.73469	10.73469	
"2030"	8.605782	8.605782	8.605782	8.605782	8.605782	
"2031"	10.76645	10.76645	10.76645	10.76645	10.76645	
"2032"	9.273596	9.273596	9.273596	9.273596	9.273596	
"2033"	9.777283	9.777283	9.777283	9.777283	9.777283	
"2034"	9.339514	9.339514	9.339514	9.339514	9.339514	
"2035"	9.994055	9.994055	9.994055	9.994055	9.994055	
"2036"	9.552340	9.552340	9.552340	9.552340	9.552340	
"2037"	9.061019	9.061019	9.061019	9.061019	9.061019	
"2038"	8.637891	8.637891	8.637891	8.637891	8.637891	
"2039"	11.36515	11.36515	11.36515	11.36515	11.36515	
"2040"	10.23339	10.23339	10.23339	10.23339	10.23339	
"2041"	7.973974	7.973974	7.973974	7.973974	7.973974	
"2042"	10.72320	10.72320	10.72320	10.72320	10.72320	
"2043"	10.20213	10.20213	10.20213	10.20213	10.20213	
"2044"	8.968047	8.968047	8.968047	8.968047	8.968047	
"2045"	8.525473	8.525473	8.525473	8.525473	8.525473	
"2046"	8.908032	8.908032	8.908032	8.908032	8.908032	
"2047"	9.170866	9.170866	9.170866	9.170866	9.170866	
"2048"	8.352647	8.352647	8.352647	8.352647	8.352647	
"2049"	9.096629	9.096629	9.096629	9.096629	9.096629	
"2050"	9.540458	9.540458	9.540458	9.540458	9.540458	
"2051"	8.019441	8.019441	8.019441	8.019441	8.019441	
"2052"	9.085886	9.085886	9.085886	9.085886	9.085886	

!Result: Fraccion_fresca_pozos_PRP
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2018"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2019"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2020"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2021"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2022"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2023"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2024"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2025"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2026"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2027"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2028"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2029"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2030"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2031"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2032"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2033"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2034"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2035"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2036"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2037"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2038"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2039"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2040"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2041"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2042"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2043"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2044"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2045"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2046"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2047"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2048"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2049"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2050"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2051"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	
"2052"	0.3200000	0.3200000	0.3200000	0.3200000	0.3200000	

!Result: PozosABQ_from_AF_Cuencas
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	4.427721	4.427721	4.427721	4.427721	4.427721	
"2018"	6.765224	6.765224	6.765224	6.765224	6.765224	
"2019"	6.428075	6.428075	6.428075	6.428075	6.428075	
"2020"	5.504286	5.504286	5.504286	5.504286	5.504286	
"2021"	4.849972	4.849972	4.849972	4.849972	4.849972	
"2022"	5.524067	5.524067	5.524067	5.524067	5.524067	
"2023"	6.750673	6.750673	6.750673	6.750673	6.750673	
"2024"	6.191204	6.191204	6.191204	6.191204	6.191204	
"2025"	6.917217	6.917217	6.917217	6.917217	6.917217	
"2026"	6.279343	6.279343	6.279343	6.279343	6.279343	
"2027"	6.153421	6.153421	6.153421	6.153421	6.153421	
"2028"	6.224411	6.224411	6.224411	6.224411	6.224411	
"2029"	6.247996	6.247996	6.247996	6.247996	6.247996	
"2030"	6.097147	6.097147	6.097147	6.097147	6.097147	
"2031"	5.997654	5.997654	5.997654	5.997654	5.997654	
"2032"	6.204723	6.204723	6.204723	6.204723	6.204723	
"2033"	6.078084	6.078084	6.078084	6.078084	6.078084	
"2034"	6.145464	6.145464	6.145464	6.145464	6.145464	
"2035"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2036"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2037"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2038"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2039"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2040"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2041"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2042"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2043"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2044"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2045"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2046"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2047"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2048"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2049"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2050"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2051"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2052"	0.000000	0.000000	0.000000	0.000000	0.000000	

!Result: PozosABQ_from_DGA_sin_Aleton
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	9.129941	9.129941	9.129941	9.129941	9.129941	
"2018"	24.75083	24.75083	24.75083	24.75083	24.75083	
"2019"	12.22857	12.22857	12.22857	12.22857	12.22857	
"2020"	11.44935	11.44935	11.44935	11.44935	11.44935	
"2021"	16.36963	16.36963	16.36963	16.36963	16.36963	
"2022"	10.35645	10.35645	10.35645	10.35645	10.35645	
"2023"	12.42669	12.42669	12.42669	12.42669	12.42669	
"2024"	19.43455	19.43455	19.43455	19.43455	19.43455	
"2025"	20.32363	20.32363	20.32363	20.32363	20.32363	
"2026"	17.43674	17.43674	17.43674	17.43674	17.43674	
"2027"	19.52223	19.52223	19.52223	19.52223	19.52223	
"2028"	20.89733	20.89733	20.89733	20.89733	20.89733	
"2029"	19.75327	19.75327	19.75327	19.75327	19.75327	
"2030"	19.67165	19.67165	19.67165	19.67165	19.67165	
"2031"	20.16142	20.16142	20.16142	20.16142	20.16142	
"2032"	19.63195	19.63195	19.63195	19.63195	19.63195	
"2033"	19.71606	19.71606	19.71606	19.71606	19.71606	
"2034"	20.71540	20.71540	20.71540	20.71540	20.71540	
"2035"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2036"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2037"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2038"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2039"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2040"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2041"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2042"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2043"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2044"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2045"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2046"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2047"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2048"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2049"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2050"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2051"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2052"	0.000000	0.000000	0.000000	0.000000	0.000000	

!Result: PozosABQ_Flujo_Pasante_a_DGA
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	1.369491	1.369491	1.369491	1.369491	1.369491	
"2018"	3.712624	3.712624	3.712624	3.712624	3.712624	
"2019"	1.834285	1.834285	1.834285	1.834285	1.834285	
"2020"	1.717402	1.717402	1.717402	1.717402	1.717402	
"2021"	2.455445	2.455445	2.455445	2.455445	2.455445	
"2022"	1.553468	1.553468	1.553468	1.553468	1.553468	
"2023"	1.864003	1.864003	1.864003	1.864003	1.864003	
"2024"	2.915182	2.915182	2.915182	2.915182	2.915182	
"2025"	3.048544	3.048544	3.048544	3.048544	3.048544	
"2026"	2.615511	2.615511	2.615511	2.615511	2.615511	
"2027"	2.928334	2.928334	2.928334	2.928334	2.928334	
"2028"	3.134599	3.134599	3.134599	3.134599	3.134599	
"2029"	2.962991	2.962991	2.962991	2.962991	2.962991	
"2030"	2.950748	2.950748	2.950748	2.950748	2.950748	
"2031"	3.024213	3.024213	3.024213	3.024213	3.024213	
"2032"	2.944793	2.944793	2.944793	2.944793	2.944793	
"2033"	2.957408	2.957408	2.957408	2.957408	2.957408	
"2034"	3.107310	3.107310	3.107310	3.107310	3.107310	
"2035"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2036"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2037"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2038"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2039"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2040"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2041"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2042"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2043"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2044"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2045"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2046"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2047"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2048"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2049"	0.000000	0.000000	0.000000	0.000000	0.000000	
