!GoldSim Version: 15.0.0257
!Model File: C:\Users\Pablo Sanhueza\Desktop\01_projects\MLP\31-PAO_FA_2028\02_model\A3\C1.2.1_MBIO V17_CD2024_Est_RU+V5+PA65+EVU+AC_E0_Calib_Esc2.1.1_Recirculacion_2025_PAO_FA_2028_volini.gsm
!Simulation Time: 29/07/2025 11:16
!Export Time: 29/07/2025 11:24
!Result Name: Resultados_anual
!Result Path: \Resultados_y_Dashboard\Resultados_2025
!Result Description: (none)
!Reporting Period: Anual
!Time Points: 36
!Realizations: 5
!Weights:	1	1	1	1	1

!Result: PPlant_from_RajoPel_med_sim
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2050"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2051"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2052"	0.000000	0.000000	0.000000	0.000000	0.000000	

!Result: Mauro_Area_Runoff_Inflow
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	40.50116	40.50116	40.50116	40.50116	40.50116	
"2018"	5.887259	5.887259	5.887259	5.887259	5.887259	
"2019"	0.3905940	0.3905940	0.3905940	0.3905940	0.3905940	
"2020"	26.01410	26.01410	26.01410	26.01410	26.01410	
"2021"	0.6042961	0.6042961	0.6042961	0.6042961	0.6042961	
"2022"	4.030635	4.030635	4.030635	4.030635	4.030635	
"2023"	0.7474482	0.7474482	0.7474482	0.7474482	0.7474482	
"2024"	42.83737	42.83737	42.83737	42.83737	42.83737	
"2025"	1.031702	1.031702	1.031702	1.031702	1.031702	
"2026"	0.9692895	0.9692895	0.9692895	0.9692895	0.9692895	
"2027"	0.9446856	0.9446856	0.9446856	0.9446856	0.9446856	
"2028"	0.9168722	0.9168722	0.9168722	0.9168722	0.9168722	
"2029"	0.8972737	0.8972737	0.8972737	0.8972737	0.8972737	
"2030"	0.8741813	0.8741813	0.8741813	0.8741813	0.8741813	
"2031"	0.8516572	0.8516572	0.8516572	0.8516572	0.8516572	
"2032"	0.8340195	0.8340195	0.8340195	0.8340195	0.8340195	
"2033"	0.8187560	0.8187560	0.8187560	0.8187560	0.8187560	
"2034"	0.8028161	0.8028161	0.8028161	0.8028161	0.8028161	
"2035"	0.7874515	0.7874515	0.7874515	0.7874515	0.7874515	
"2036"	0.7689825	0.7689825	0.7689825	0.7689825	0.7689825	
"2037"	0.7542724	0.7542724	0.7542724	0.7542724	0.7542724	
"2038"	0.7376862	0.7376862	0.7376862	0.7376862	0.7376862	
"2039"	0.7295771	0.7295771	0.7295771	0.7295771	0.7295771	
"2040"	0.7277148	0.7277148	0.7277148	0.7277148	0.7277148	
"2041"	0.7293117	0.7293117	0.7293117	0.7293117	0.7293117	
"2042"	0.7294225	0.7294225	0.7294225	0.7294225	0.7294225	
"2043"	0.7295831	0.7295831	0.7295831	0.7295831	0.7295831	
"2044"	0.7277299	0.7277299	0.7277299	0.7277299	0.7277299	
"2045"	0.7294512	0.7294512	0.7294512	0.7294512	0.7294512	
"2046"	0.7295874	0.7295874	0.7295874	0.7295874	0.7295874	
"2047"	0.7279319	0.7279319	0.7279319	0.7279319	0.7279319	
"2048"	0.7263991	0.7263991	0.7263991	0.7263991	0.7263991	
"2049"	0.7279272	0.7279272	0.7279272	0.7279272	0.7279272	
"2050"	0.7290730	0.7290730	0.7290730	0.7290730	0.7290730	
"2051"	0.7295195	0.7295195	0.7295195	0.7295195	0.7295195	
"2052"	0.7294568	0.7294568	0.7294568	0.7294568	0.7294568	

!Result: Q_desborde
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	3.255528	3.255528	3.255528	3.255528	3.255528	
"2018"	0.01410259	0.01410259	0.01410259	0.01410259	0.01410259	
"2019"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2020"	0.2496572	0.2496572	0.2496572	0.2496572	0.2496572	
"2021"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2022"	0.4880008	0.4880008	0.4880008	0.4880008	0.4880008	
"2023"	0.002911267	0.002911267	0.002911267	0.002911267	0.002911267	
"2024"	1.525249	1.525249	1.525249	1.525249	1.525249	
"2025"	0.1627735	0.1627735	0.1627735	0.1627735	0.1627735	
"2026"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2027"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2028"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2029"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2030"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2031"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2032"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2033"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2034"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2035"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2036"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2037"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2038"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2039"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2040"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2041"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2042"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2043"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2044"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2045"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2046"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2047"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2048"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2049"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2050"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2051"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2052"	0.000000	0.000000	0.000000	0.000000	0.000000	

!Result: TunelBP_AguaFresca_Inflows
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	30.82182	30.82182	30.82182	30.82182	30.82182	
"2018"	24.55833	24.55833	24.55833	24.55833	24.55833	
"2019"	42.25340	42.25340	42.25340	42.25340	42.25340	
"2020"	12.30037	12.30037	12.30037	12.30037	12.30037	
"2021"	2.088661	2.088661	2.088661	2.088661	2.088661	
"2022"	8.175563	8.175563	8.175563	8.175563	8.175563	
"2023"	49.34107	49.34107	49.34107	49.34107	49.34107	
"2024"	18.55382	18.55382	18.55382	18.55382	18.55382	
"2025"	46.26446	46.26446	46.26446	46.26446	46.26446	
"2026"	3.959808	3.959808	3.959808	3.959808	3.959808	
"2027"	3.816671	3.816671	3.816671	3.816671	3.816671	
"2028"	3.856176	3.856176	3.856176	3.856176	3.856176	
"2029"	2.381754	2.381754	2.381754	2.381754	2.381754	
"2030"	3.398679	3.398679	3.398679	3.398679	3.398679	
"2031"	2.727708	2.727708	2.727708	2.727708	2.727708	
"2032"	2.638390	2.638390	2.638390	2.638390	2.638390	
"2033"	1.543419	1.543419	1.543419	1.543419	1.543419	
"2034"	4.232365	4.232365	4.232365	4.232365	4.232365	
"2035"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2036"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2037"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2038"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2039"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2040"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2041"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2042"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2043"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2044"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2045"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2046"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2047"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2048"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2049"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2050"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2051"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2052"	0.000000	0.000000	0.000000	0.000000	0.000000	

!Result: CajonKm49_Laguardia_inflow
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	0.9504110	0.9504110	0.9504110	0.9504110	0.9504110	
"2018"	0.8663014	0.8663014	0.8663014	0.8663014	0.8663014	
"2019"	0.8537455	0.8537455	0.8537455	0.8537455	0.8537455	
"2020"	0.8368178	0.8368178	0.8368178	0.8368178	0.8368178	
"2021"	0.6716582	0.6716582	0.6716582	0.6716582	0.6716582	
"2022"	0.7488981	0.7488981	0.7488981	0.7488981	0.7488981	
"2023"	0.6844162	0.6844162	0.6844162	0.6844162	0.6844162	
"2024"	1.254891	1.254891	1.254891	1.254891	1.254891	
"2025"	2.281215	2.281215	2.281215	2.281215	2.281215	
"2026"	2.377677	2.377677	2.377677	2.377677	2.377677	
"2027"	2.377677	2.377677	2.377677	2.377677	2.377677	
"2028"	2.377677	2.377677	2.377677	2.377677	2.377677	
"2029"	2.377677	2.377677	2.377677	2.377677	2.377677	
"2030"	2.377677	2.377677	2.377677	2.377677	2.377677	
"2031"	2.377677	2.377677	2.377677	2.377677	2.377677	
"2032"	2.377677	2.377677	2.377677	2.377677	2.377677	
"2033"	2.377677	2.377677	2.377677	2.377677	2.377677	
"2034"	2.377677	2.377677	2.377677	2.377677	2.377677	
"2035"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2036"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2037"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2038"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2039"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2040"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2041"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2042"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2043"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2044"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2045"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2046"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2047"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2048"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2049"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2050"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2051"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2052"	0.000000	0.000000	0.000000	0.000000	0.000000	

!Result: Aguas_del_valle
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2018"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2019"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2020"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2021"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2022"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2023"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2024"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2025"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2026"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2027"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2028"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2029"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2030"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2031"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2032"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2033"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2034"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2035"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2036"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2037"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2038"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2039"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2040"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2041"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2042"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2043"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2044"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2045"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2046"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2047"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2048"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2049"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2050"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2051"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	
"2052"	0.2850000	0.2850000	0.2850000	0.2850000	0.2850000	

!Result: Agua_Humedad_Mineral_inflow
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	42.09518	42.09518	42.09518	42.09518	42.09518	
"2018"	44.39161	44.39161	44.39161	44.39161	44.39161	
"2019"	43.97670	43.97670	43.97670	43.97670	43.97670	
"2020"	42.63836	42.63836	42.63836	42.63836	42.63836	
"2021"	40.66594	40.66594	40.66594	40.66594	40.66594	
"2022"	35.78086	35.78086	35.78086	35.78086	35.78086	
"2023"	39.91971	39.91971	39.91971	39.91971	39.91971	
"2024"	48.68945	48.68945	48.68945	48.68945	48.68945	
"2025"	47.86642	47.86642	47.86642	47.86642	47.86642	
"2026"	48.37963	48.37963	48.37963	48.37963	48.37963	
"2027"	40.31142	40.31142	40.31142	40.31142	40.31142	
"2028"	43.12339	45.01954	47.44888	48.37963	48.37963	
"2029"	46.68758	47.16330	47.27999	48.37963	48.37963	
"2030"	47.46936	47.53978	47.54617	47.89962	48.37963	
"2031"	46.61489	46.57465	46.51335	46.50744	47.59301	
"2032"	44.79409	44.74086	44.70155	44.65899	44.68439	
"2033"	44.89412	44.87461	44.84169	44.80733	44.78738	
"2034"	48.37083	48.34809	48.32885	48.31525	48.30729	
"2035"	48.37963	48.37963	48.37963	48.37963	48.37963	
"2036"	48.37963	48.37963	48.37963	48.37963	48.37963	
"2037"	48.37963	48.37963	48.37963	48.37963	48.37963	
"2038"	48.37963	48.37963	48.37963	48.37963	48.37963	
"2039"	48.37963	48.37963	48.37963	48.37963	48.37963	
"2040"	48.37963	48.37963	48.37963	48.37963	48.37963	
"2041"	48.37963	48.37963	48.37963	48.37963	48.37963	
"2042"	48.37963	48.37963	48.37963	48.37963	48.37963	
"2043"	47.97853	47.92007	47.79305	47.68600	47.60189	
"2044"	47.46369	47.45971	47.44930	47.44096	47.43414	
"2045"	47.78383	47.78502	47.78358	47.78357	47.78342	
"2046"	47.15712	47.15952	47.16134	47.16336	47.16470	
"2047"	46.92535	46.92826	46.93089	46.93358	46.93548	
"2048"	47.11638	47.11954	47.12261	47.12564	47.12775	
"2049"	47.33373	47.33736	47.34094	47.34441	47.34654	
"2050"	47.08699	47.08999	47.09298	47.09590	47.09808	
"2051"	47.67177	47.67477	47.67778	47.68073	47.68271	
"2052"	47.51868	47.52157	47.52449	47.52735	47.52940	

!Result: DrenTQ_from_EdCQ
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	7.603079	7.603079	7.603079	7.603079	7.603079	
"2018"	14.80447	14.80447	14.80447	14.80447	14.80447	
"2019"	21.30940	21.30940	21.30940	21.30940	21.30940	
"2020"	19.28691	19.28691	19.28691	19.28691	19.28691	
"2021"	10.91819	10.91819	10.91819	10.91819	10.91819	
"2022"	7.122740	7.122740	7.122740	7.122740	7.122740	
"2023"	18.61852	18.61852	18.61852	18.61852	18.61852	
"2024"	18.79984	18.79984	18.79984	18.79984	18.79984	
"2025"	25.20589	25.20589	25.20589	25.20589	25.20589	
"2026"	19.49241	19.49241	19.49241	19.49241	19.49241	
"2027"	11.76847	11.76847	11.76847	11.76847	11.76847	
"2028"	9.271694	9.271694	9.271694	9.271694	9.271694	
"2029"	8.072880	8.072880	8.072880	8.072880	8.072880	
"2030"	7.223924	7.223924	7.223924	7.223924	7.223924	
"2031"	6.811912	6.811912	6.811912	6.811912	6.811912	
"2032"	6.680275	6.680275	6.680275	6.680275	6.680275	
"2033"	6.384921	6.384921	6.384921	6.384921	6.384921	
"2034"	6.427576	6.427576	6.427576	6.427576	6.427576	
"2035"	9.828047	9.828047	9.828047	9.828047	9.828047	
"2036"	19.79266	19.79266	19.79266	19.79266	19.79266	
"2037"	25.06845	25.06845	25.06845	25.06845	25.06845	
"2038"	26.49794	26.49794	26.49794	26.49794	26.49794	
"2039"	26.80911	26.80911	26.80911	26.80911	26.80911	
"2040"	27.10895	27.10895	27.10895	27.10895	27.10895	
"2041"	26.72313	26.72313	26.72313	26.72313	26.72313	
"2042"	24.88781	24.88781	24.88781	24.88781	24.88781	
"2043"	23.78315	23.78315	23.78315	23.78315	23.78315	
"2044"	22.65329	22.65329	22.65329	22.65329	22.65329	
"2045"	23.67418	23.67418	23.67418	23.67418	23.67418	
"2046"	23.71197	23.71197	23.71197	23.71197	23.71197	
"2047"	24.17970	24.17970	24.17970	24.17970	24.17970	
"2048"	24.43685	24.43685	24.43685	24.43685	24.43685	
"2049"	23.89254	23.89254	23.89254	23.89254	23.89254	
"2050"	25.55185	25.55185	25.55185	25.55185	25.55185	
"2051"	26.71547	26.71547	26.71547	26.71547	26.71547	
"2052"	25.74040	25.74040	25.74040	25.74040	25.74040	

!Result: Mauro_Area_AcuiferoC5_Inflows
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	58.75903	58.75903	58.75903	58.75903	58.75903	
"2018"	21.07086	21.07086	21.07086	21.07086	21.07086	
"2019"	7.984357	7.984357	7.984357	7.984357	7.984357	
"2020"	23.37682	23.37682	23.37682	23.37682	23.37682	
"2021"	9.610724	9.610724	9.610724	9.610724	9.610724	
"2022"	27.36211	27.36211	27.36211	27.36211	27.36211	
"2023"	11.23071	11.23071	11.23071	11.23071	11.23071	
"2024"	48.68581	48.68581	48.68581	48.68581	48.68581	
"2025"	14.01150	14.01150	14.01150	14.01150	14.01150	
"2026"	6.703335	6.703335	6.703335	6.703335	6.703335	
"2027"	6.744527	6.744527	6.744527	6.744527	6.744527	
"2028"	6.468021	6.468021	6.468021	6.468021	6.468021	
"2029"	6.477556	6.477556	6.477556	6.477556	6.477556	
"2030"	6.204533	6.204533	6.204533	6.204533	6.204533	
"2031"	5.932108	5.932108	5.932108	5.932108	5.932108	
"2032"	6.135476	6.135476	6.135476	6.135476	6.135476	
"2033"	5.652932	5.652932	5.652932	5.652932	5.652932	
"2034"	5.447141	5.447141	5.447141	5.447141	5.447141	
"2035"	5.429729	5.429729	5.429729	5.429729	5.429729	
"2036"	5.545404	5.545404	5.545404	5.545404	5.545404	
"2037"	5.452602	5.452602	5.452602	5.452602	5.452602	
"2038"	5.320677	5.320677	5.320677	5.320677	5.320677	
"2039"	5.089610	5.089610	5.089610	5.089610	5.089610	
"2040"	5.149087	5.149087	5.149087	5.149087	5.149087	
"2041"	5.002379	5.002379	5.002379	5.002379	5.002379	
"2042"	5.124975	5.124975	5.124975	5.124975	5.124975	
"2043"	5.221123	5.221123	5.221123	5.221123	5.221123	
"2044"	5.430906	5.430906	5.430906	5.430906	5.430906	
"2045"	5.050193	5.050193	5.050193	5.050193	5.050193	
"2046"	5.034232	5.034232	5.034232	5.034232	5.034232	
"2047"	5.272447	5.272447	5.272447	5.272447	5.272447	
"2048"	5.206362	5.206362	5.206362	5.206362	5.206362	
"2049"	5.132961	5.132961	5.132961	5.132961	5.132961	
"2050"	5.306506	5.306506	5.306506	5.306506	5.306506	
"2051"	5.149751	5.149751	5.149751	5.149751	5.149751	
"2052"	5.090970	5.090970	5.090970	5.090970	5.090970	

!Result: Consumo_Humano_Planta_inflow_B
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	5.124162	5.124162	5.124162	5.124162	5.124162	
"2018"	4.533555	4.533555	4.533555	4.533555	4.533555	
"2019"	3.854474	3.854474	3.854474	3.854474	3.854474	
"2020"	3.650845	3.650845	3.650845	3.650845	3.650845	
"2021"	5.371077	5.371077	5.371077	5.371077	5.371077	
"2022"	6.839567	6.839567	6.839567	6.839567	6.839567	
"2023"	6.209908	6.209908	6.209908	6.209908	6.209908	
"2024"	4.132149	4.132149	4.132149	4.132149	4.132149	
"2025"	3.028195	3.028195	3.028195	3.028195	3.028195	
"2026"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2027"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2028"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2029"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2030"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2031"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2032"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2033"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2034"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2035"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2036"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2037"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2038"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2039"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2040"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2041"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2042"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2043"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2044"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2045"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2046"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2047"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2048"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2049"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2050"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2051"	3.290933	3.290933	3.290933	3.290933	3.290933	
"2052"	3.290933	3.290933	3.290933	3.290933	3.290933	

!Result: Perdidas_consumo_humano
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2018"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2019"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2020"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2021"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2022"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2023"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2024"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2025"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2026"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2027"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2028"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2029"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2030"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2031"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2032"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2033"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2034"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2035"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2036"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2037"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2038"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2039"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2040"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2041"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2042"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2043"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2044"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2045"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2046"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2047"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2048"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2049"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2050"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2051"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2052"	0.000000	0.000000	0.000000	0.000000	0.000000	

!Result: Retencion_rebose_TQ
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2018"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2019"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2020"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2021"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2022"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2023"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2024"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2025"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2026"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2027"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2028"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2029"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2030"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2031"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2032"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2033"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2034"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2035"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2036"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2037"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2038"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2039"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2040"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2041"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2042"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2043"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2044"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2045"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2046"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2047"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2048"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2049"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2050"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2051"	0.000000	0.000000	0.000000	0.000000	0.000000	
"2052"	0.000000	0.000000	0.000000	0.000000	0.000000	

!Result: LagunaTM_a_Evap
!Unit: l/s
(Periods)	#1	#2	#3	#4	#5
"2017"	109.2492	109.2492	109.2492	109.2492	109.2492	
"2018"	91.86738	91.86738	91.86738	91.86738	91.86738	
"2019"	93.64137	93.64137	93.64137	93.64137	93.64137	
"2020"	76.23427	76.23427	76.23427	76.23427	76.23427	
"2021"	38.40573	38.40573	38.40573	38.40573	38.40573	
"2022"	40.16525	40.16525	40.16525	40.16525	40.16525	
"2023"	42.91370	42.91370	42.91370	42.91370	42.91370	
"2024"	93.02586	93.02586	93.02586	93.02586	93.02586	
"2025"	92.81997	92.81997	92.81997	92.81997	92.81997	
